Add_Date,Add_Time,Advantage,Company,Degree,Description,Experience,Finance,Highlights,If_Intern,Income_Max(k),Income_Mid(k),Income_Min(k),Income_Range(k),Industry,Location,Path,Size,Sys_Date,Sys_Time,Tags,Title
20200217,00:00,优质团队优质平台 上市公司,创梦天地,本科,"工作职责:
职责描述：
1. 基于海量数据和真实需求，对业务问题进行定义、分析、方案制定及相关算法实施；
2. 利用数据挖掘、机器学习相关算法，对公司业务各环节涉及的实际业务需求进行分析建模并持续优化相关模型；
任职资格:
任职要求：  
1. 有机器学习有相关经验优先；
2. 熟练编程，具有丰富的独立实现算法和调优的经验，熟悉Python脚本语言；
3. 对数据敏感，具有良好的逻辑思维能力、理解业务的能力、沟通能力和表达呈现能力，主动性强；
4. 具有良好的团队合作精神和较强的沟通能力；善于思考和学习，对算法落地有充分的理解，对有挑战性的问题充满激情。",经验3-5年,上市公司,“优质团队优质平台 上市公司”,0,30,22.5,15,15k-30k,游戏,科技园,https://www.lagou.com/jobs/6642667.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:42:40,大数据 数据挖掘 数据分析,高级数据分析工程师
20200217,00:00,良好的工作氛围，优秀的企业平台,全棉时代,大专,"岗位职责：

1. 负责日常报表的制作，并分发相关部门。
2. 负责大促前预热数据及大促间销售分析。
3. 负责自动化报表的跟进，提升工作效率。
4. 负责预算拆解，将公司预算拆至平台。
5. 负责从情报通，生意参谋等软件取相关数据。
6. 严格执行上级领导的指示。

任职要求：
1. 大专及以上学历，统计学，电子商务，市场营销等专业
2. 2年以上商品数据分析经验。
3. 熟悉电商相关业务逻辑，对数据敏感，对零售数据流程熟悉，沟通表达好。
4. 性格乐观，心里素质好，具有一定抗压能力",经验1-3年,A轮,“良好的工作氛围，优秀的企业平台”,0,10,8.0,6,6k-10k,"电商,其他",龙华新区,https://www.lagou.com/jobs/6792606.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:43:16,数据分析,商品数据分析专员
20200217,00:00,14薪；年轻有活力的团队；五险一金；,希为科技,本科,"岗位职责:

1.深入理解业务，通过数据分析、挖掘、建模，设计产品和业务逻辑，解决业务核心痛点；

2.参与建立和优化包括风控模型在内的多个模型：依托数据仓库进行数据的提取、整理，按照标准数据挖掘流程进行数据的清洗、抽样、建模和评估；

3.发挥数据引领业务的作用，参与公司金融科技类产品的研发和落地实施；

4.负责产品和模型的运营分析、跟踪评价、持续优化，通过数据全面反映产品的运营状态和问题；

任职资格:

1.统计学、数学、计量经济学、计算机等相关专业，本科及以上学历；

2.熟悉数据仓库知识，熟悉Hadoop数据库，掌握SQL, Hive等查询语言；

3.熟悉并至少熟练掌握一种统计分析语言，包括但不限于SAS、R、python等；

4.掌握常用的统计预测模型、数据挖掘模型，具有较强的分析建模能力；

5.良好的沟通表达、协调整合能力；

6.较高的责任心、担当能力；

7.一年以上金融相关行业（行业从业或相关项目经验）工作经历，有银行数据分析经历者优先。",经验1-3年,不需要融资,“14薪；年轻有活力的团队；五险一金；”,0,25,19.0,13,13k-25k,"企业服务,金融",蔡屋围,https://www.lagou.com/jobs/6808286.html?show=432f0d0792554576bd2cf73661f93d47,50-150人,20200219,09:43:40,数据分析,数据分析师-02
20200217,00:00,"技术氛围,技术前沿,数据意识,发展舞台",风变科技（深圳）有限公司,硕士,"【岗位职责】
1、给各部门业务线（运营、产品、内容部门等）提供数据支持；
2、设计和开展在线控制实验，一同建立实验文化；
3、编写数据埋点文档，验收数据埋点，并进行网站数据分析；
4、利用Tableau敏捷构建可视化报表。

【岗位要求】
1、硕士学历优先，有数据分析岗位实习经历者优先；
2、数学/统计学/计算机科学/经济学/心理学/社会学/市场营销学等学科背景；
3、统计学基础扎实，了解商业分析和数据可视化理论；
4、熟练编写SQL代码，了解常用的查询优化方法；
5、具有数据化运营或网站分析经验，了解互联网运营以及产品原理；
6、有丰富Tableau使用经验者优先；
7、有Python语言使用经验者优先；
8、渴望在职业中获得成就感，具有明确的职业发展目标和方向。
9、严谨、开放，具有强大的学习内驱力，具备良好的职业素养。",经验应届毕业生,B轮,"“技术氛围,技术前沿,数据意识,发展舞台”",1,8,6.0,4,4k-8k,"移动互联网,教育",南山区,https://www.lagou.com/jobs/4842134.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:44:12,大数据 数据挖掘 数据分析,实习岗-数据分析
20200217,00:00,大平台 给力薪酬 组织氛围好,OPPO,本科,"岗位职责：
1、负责游戏中心与小游戏的埋点设计、数据接入、数据仓库建设、报表体系建设、个性化标签建设等基础建设；
2、负责业务的关键指标波动监控、日常波动分析、专项分析等；
3、通过数据分析，发现业务的新方向与机会点，给运营提供可落地的建议。

岗位要求：
1、本科以上学历，三年及以上大数据相关工作经验；
2、熟练使用sql，hive等技术，了解hadoop工作原理；
3、熟练使用linux操作系统，精通shell/python编程；
4、熟练掌握数据分析工具（R、python、excel至少一种），能够独立产出数据报告，熟悉数据采集到报表展示的全流程；
5、有一定的业务数据敏感度，较强的数据分析能力、逻辑思维能力，以及分析问题、解决问题的能力；
6、较强的沟通能力和团队合作能力，勇于承担工作压力。",经验3-5年,不需要融资,“大平台 给力薪酬 组织氛围好”,0,30,22.5,15,15k-30k,硬件,科技园,https://www.lagou.com/jobs/6677680.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:44:37,移动互联网 游戏 数据分析,游戏数据分析师
20200216,00:00,薪酬待遇棒 办公环境好 工作氛围愉悦,珍爱网,本科,"工作职责：
1、负责业务数据整理，推进部门分析体系建设；
2、跟进业务数据需求，统计各类数据，为业务决策提供依据；
3、参与业务运营，专题分析，并输出分析报告，推进业务运营；
4、挖掘业务增长点。
  任职资格：
1、本科及以上学历，数学、统计类专业优先，2年以上数据分析相关工作经验；
2、熟悉数据统计过程，熟练使用SQL等语言及工具进行数据处理；
3、有独立的专题分析能力；
4、熟悉shell、python脚本优先；
5、了解hadoop、hive、分布式仓库者优先；
6、热爱互联网行业，性格nice，有较强的沟通能力和逻辑思维。",经验1-3年,不需要融资,“薪酬待遇棒 办公环境好 工作氛围愉悦”,0,25,22.5,20,20k-25k,"社交,消费生活",南山区,https://www.lagou.com/jobs/6634717.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:45:07,数据分析 商业 SQL 数据库,数据分析师
20200217,00:00,行业分析 数据分析 增长黑客,GrowingIO,本科,"职位描述：
1、 深入了解互联网业务，针对客户的业务需求与痛点，提供基于业务场景的数据分析解决方案；
2、 基于客户各业务部门的分析监控需求，搭建指标体系；
3、 熟悉用户增长的框架和分析方法，针对拉新、留存、转化优化等进行深入的专题分析；
4、 充分利用各种 GrowingIO 产品/服务， 与客户合作制定出最佳的数据分析策略与增长落地建议；
5、 根据客户分析咨询项目，结合用户调研、第三方研究等，提炼面向行业场景的共性分析需求，提炼规模化、产品化解决方案；
6、 基于数据分析，与客户销售、服务、产品管理、工程团队以及其他主要相关方开展跨职能协作，助力相关产品/服务取得成功。

职位要求：
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，3年及以上互联网公司或咨询行业数据分析经验；
2、具备优秀的分析能力、优秀的商业敏感度，在推动业务/产品运营优化方面拥有丰富的经验；
3、擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立负责和推进项目；
4、熟悉Hive，熟练使用SQL，熟练使用至少一门编程语言者优先，有数据建模经验者优先；
5、熟悉GrowingIO或其他数据分析产品者优先 ；
6、有数据运营、数据产品经理或咨询行业相关经验者优先；
7、有电商/零售/教育等行业分析经验者优先。",经验3-5年,B轮,“行业分析 数据分析 增长黑客”,0,40,30.0,20,20k-40k,"企业服务,数据服务",南山区,https://www.lagou.com/jobs/6401293.html?show=432f0d0792554576bd2cf73661f93d47,150-500人,20200219,09:45:42,企业服务 大数据,商业数据分析师-华南
20200217,00:00,带薪年假，五险一金，上班不打卡,优乐学科技,本科,"HR 告白：
* 上班不用打卡
* 正式员工享受7天带薪年假（创业友军听了会流泪）
* 入职即购买五险一金，丰厚年终奖（0~3个月）
* 企业文化简单，不灌鸡汤不洗脑，推崇独立思考、自我驱动

【岗位职责】
1. 推动公司数据化运营体系的建立，推动数据标签化，并对标签数据进行管理、分析及使用;
2. 完善用户画像，针对用户营销做好数据支持;
3. 负责日常数据收集、统计、分析，建立和优化指标体系，监控数据的波动和异常;
4. 新业务数据建模，支持业务进行数据分析，支持管理团队进行业务决策；

【职位要求】
1. 有良好的统计知识，具备电商、在线教育、金融行业从业经验;
2. 擅长SQL，了解索引机制，有SQL优化能力；
3. 至少会一门脚本语言例如Python等；
4. 有多种数据库经验(关系型、非关系型，比如mysql、mongoDB)、大数据经验(adb、es、tidb等)

加分项：
-参与过大型项目或系统建设的经验
-具备流量分析系统、管理决策系统、经营分析系统建设经验者；


【Why Join us】

1、我们选了一个不错的赛道
教育是最抗经济周期的行业。2019年已经过去，诸多曾经的明星创业公司跌落“神坛”，资本寒冬悄悄来临，然而在线教育仍是今年创投圈的热门话题和风口。【叮咚课堂】运用创新的产品模式和科技手段，把昂贵的在线直播课堂变成平价课堂，通过互联网AI技术，让平民家庭的小朋友也可以随时随地低成本和北美外教老师互动学英语。

2、我们有一群教育业内领先的创投人支持
我们在2018年3月起步半年时间，迄今已获险峰长青、创世伙伴、襄禾资本三家知名VC的大力支持，短短两年时间已有4家一线基金投资和跟投。

3、我们的文化：一个务实的团队
团队核心成员均来自腾讯阿里等一线知名互联网及教育机构，创始人有丰富的教育+互联网项目实战经验，我们的产品、技术、学术、运营未来一年还在招兵买马，无论你是单兵作战能力强还是组队能力强，我们虚位以待。

4、我们愿为你提供：丰厚的回报
不低于该岗位的市场薪资报酬
入职即购买社保五险一金、每年都有团建旅游、优美的办公环境
地处南山高新园地铁站，交通便利好打车
灵活调薪，如果你是快速成长型选手，我们的薪资涨幅也会快速跟上你的成长速度",经验5-10年,B轮,“带薪年假，五险一金，上班不打卡”,0,36,27.0,18,18k-36k,"移动互联网,教育",大冲,https://www.lagou.com/jobs/6003169.html?show=432f0d0792554576bd2cf73661f93d47,150-500人,20200219,09:46:09,教育 数据分析 数据运营,高级数据分析师
20200217,00:00,行业top 上市公司,乐信,本科,"岗位职责:
1、结合具体的业务场景设计数据指标和完善的分析体系，协助数据产品梳理相关数据需求；
2、主动发现业务中的问题和痛点，并进行深度分析，提供切实可行的解决方案；
3、基于互联网/电子商务海量用户行为数据，通过漏斗转化和路径分析找出业务环节的瓶颈，提高业务转化率；
4、针对重点项目定期和整体经营情况进行阶段性的复盘分析，为管理层指出优化方向；
5、围绕用户生命周期构建各种数据挖掘模型，如精准推荐、交叉销售、流失挽留和价值预测等；
6、加强对外合作和宣传，为业务部门解释数据分析结果，协助其制定实施计划并且推动落地和实施效果的持续优化。
职位要求:
1、本科及以上学历，统计学、数学或计算机应用相关专业，5年以上数据分析经验，互联网或金融行业工作经验优先；
2、精通excel等办公软件，熟悉各类数据库；精通数据分析和数据挖掘理论，熟练使用SPSS，Python,R等；
3、对数据可视化有一定的理解，熟悉常用图表的使用场景，能制作美观的图表或表格；
4、熟悉决策树、逻辑回归、关联推荐、协同过滤等常用算法的原理，并有具体的数据挖掘项目实践经验；
5、对数据敏感,有很强的分析和逻辑思维能力，具有较好的商业Sense，能推动数据分析结果落地；
6、有很强的工作责任心和良好的团队协作素质，富有创新精神，充满激情，乐于接受挑战。",经验5-10年,上市公司,“行业top 上市公司”,0,35,27.5,20,20k-35k,金融,南山区,https://www.lagou.com/jobs/6755979.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:47:07,互联网金融,数据分析师 (MJ000967)
20200217,00:00,上市公司 五险一金 发展空间 团队激励,乐信,本科,"岗位职责：
1、 利用历史和外部数据，对逾期用户进行分层和画像，制定差异化的催收策略;
2、 负责贷后运营报表体系搭建和维护，监控报表的自动化开发；
3、 通过数据分析，监控风险指标，发现问题并提供策略优化建议；
4、 安排和推进测试项目，通过数据分析评估测试结果，提出改进方案；
5、 协助业务团队优化催收流程，提高运营效率，提升ROI;
6、 与部门内外团队沟通协作确保催收项目和策略得到有效落实。


任职要求：
1. 本科及以上学历，数学、统计、金融等理工类专业优先
2. 4年以上金融行业或银行贷后管理或数据分析相关工作经验
3. 熟练使用Excel 和 SQL
4. 有较强的逻辑分析能力、数据敏感性，工作严谨，认真负责
5. 有较强的业务和数据敏感度，具备良好的沟通能力、学习能力和团队协作精神，能承受一定的工作压力，渴望在快节奏的创业公司提升自己，创造价值
6. 在银行、互联网金融公司有催收数据分析业务经验优先考虑",经验3-5年,上市公司,“上市公司 五险一金 发展空间 团队激励”,0,25,21.5,18,18k-25k,金融,南山区,https://www.lagou.com/jobs/6195901.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:47:39,风险分析,数据分析师-贷后策略 (MJ000700)
20200217,00:00,技术大牛 五险一金,卓轩科技,本科,"职位信息
1、负责面向地产、新零售、政企等客户的大数据产品及应用解决方案的设计、规划和落地；
2、调研不同行业的企业客户，深度挖掘利用大数据帮助客户优化企业经营链路的场景点；
3、根据客户需求，并结合行业产品经验，抽象提炼出数据解决方案及产品的功能点，并进行产品架构、数据设计、流程图、产品原型设计；
4、组织和推动产品团队、核心开发团队，快速完成解决方案产品化工作，梳理提供PRD、产品架构图、需求列表、开发计划、用户手册等文档 。

岗位要求：
1、 本科及以上学历，扎实的大数据平台/数据产品开发或设计基础，3年以上相关经验，有独立负责大数据产品经验者为佳；
2、 具有数据技术背景，具有大数据、云计算、ETL、数据挖掘的技术背景为佳，有数据标签方面工作经验的作为加分项；
3、有丰富的产品设计和项目管理经验，并可以熟练使用Axure等工具进行产品的原型设计，具备SQL等技术开发经历或有数据平台产品经理从业经验的作为加分项；
4、具备较强的数据分析能力、逻辑思维能力、沟通能力，能够有效整合团队资源推动业务发展；
5、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；
6、热爱数据，喜欢迎接挑战和承担责任，积极主动，高效的执行力；",经验3-5年,A轮,“技术大牛 五险一金”,0,25,20.0,15,15k-25k,"移动互联网,电商",南油,https://www.lagou.com/jobs/6802715.html?show=432f0d0792554576bd2cf73661f93d47,50-150人,20200219,09:48:19,数据分析,大数据产品经理（数据分析方向）
20200216,00:00,"平台大,创新型,有挑战",白骑士,本科,"岗位职责：
1.根据公司发展战略，提供数据分析支持或基于数据的解决方案；
2.基于用户行为数据，进行特征工程，建立并优化用户画像体系；
3.利用海量用户数据进行分析挖掘，开发建立不同场景下的风险相关模型；
4.跟踪现有模型效果，及时升级模型版本，确保模型有效性。

任职要求：
1.本科及以上学历，统计学、应用数学、计算机、金融等相关专业，0-3年工作经验；
2.熟练使用SQL，熟练使用Python/R语言/SPSS/SAS中任一种进行数据分析工作；
3.熟悉数据挖掘和建模的一般流程及常用方法；
4.具有良好的沟通能力，能够独立开展行业调研，数据分析，编写报告等工作；
5.能承受一定工作压力，有金融数据分析、数据挖据经验者优先；",经验1-3年,A轮,"“平台大,创新型,有挑战”",0,15,11.5,8,8k-15k,"企业服务,金融",南山区,https://www.lagou.com/jobs/2428796.html?show=432f0d0792554576bd2cf73661f93d47,50-150人,20200219,09:48:50,SPSS 数据库 SQL,数据分析师
20200217,00:00,六险一金，绩效奖金，带薪年假,百融云创,硕士,"岗位职责:
1.完成数据测试及匹配结果分析工作；
2.使用建模工具进行信用模型及反欺诈模型开发，包括数据准备.建模及数据分析.模型的选取与优化.模型验证等工作；
3.对海量业务数据进行分析，深度挖掘内部数据，构建风控指标体系并具备开发特征库及解释相应衍生变量.规则的能力；
4.熟悉风控审批.额度.定价策略的制定方法及相应建模流程；
5.针对不同金融机构和业务给出相应的风控建模方案，向客户进行阐释并参与实施；
6.针对客户痛点进行业务引导并提供技术支持；
7.具备探索新业务场景的能力与热情，对于知识与技术向新场景迁移和应用有独立的见解。

岗位要求：
1.两年以上相关领域工作经验，统计.数学.计算机.金融工程等相关专业硕士及以上学历，有较好数学或代码基础者优先；
2.至少能熟练运用SAS.R.Python中的一种进行数据分析或建模，熟练掌握数据库操作（如SQL语句）；
3.掌握逻辑回归.决策树.机器学习等算法，了解算法的原理；
4.具备独立思考的能力，逻辑严谨，对数据敏感，善于发现.探索并解决问题，自我驱动力强；
5.有较强的责任心及抗压能力；
6.有建模大赛经验优先；
7.同等条件下表达能力强者优先。",经验1-3年,C轮,“六险一金，绩效奖金，带薪年假”,0,30,22.5,15,15k-30k,金融,大冲,https://www.lagou.com/jobs/6793094.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:49:30,数据挖掘,高级数据分析师（深圳） (MJ000046)
20200216,00:00,行业独角兽,深圳市丰巢科技有限公司,本科,"职责描述：
1.  灵活使用数据统计和可视化工具，对收集到的数据和变化趋势，进行多维度分析和全方位解读 ；
2. 编写高质量的数据分析报告，为管理层决策和渠道运营，提供高质量的数据支持； 
3. 通过数据监控，快速精准的发现问题，并通过深入分析和主动沟通，探索根源和解决方案 ；
4. 逐渐积累可供公司内所有业务和产品使用的数据模型，建立完整的数据仓库体系； 
5. 主动开展专题性的数据研究，探索业务的增长机会 。

岗位要求 
1.  应用数学、统计学、金融学等相关专业，硕士及以上学历 ；
2. 有良好的产品Sense和商业敏感度，有2年以上电商、物流、零售等数据分析经验； 
3. 精通SQL，有一定的Python或者R编程能力，或能使用SAS或SPSS，有海量数据分析和挖掘经验者优先； 
4. 对数据敏感，有强烈的数据驱动意识，能以创新的分析方法剖析复杂的商业问题； 
5. 具有高质量的分析报告撰写，有较强的沟通表达、项目管理及组织协调能力。",经验3-5年,A轮,“行业独角兽”,0,40,30.0,20,20k-40k,消费生活,南山区,https://www.lagou.com/jobs/6719163.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:50:04,数据分析 算法,数据分析师
20200214,00:00,"千万级用户,精英团队,福利待遇好",招商银行,本科,"岗位职责:
1. 负责我行大数据平台整体解决方案规划、设计及运维.
2. 制定数据库开发相关规范和流程，大数据平台实施相关文档编写.
3. 大数据相关新技术的研究和应用。
任职资格:
1. 全日制本科及以上学历，211及以上院校，2年以上相关工作经验，35周岁以内.
2. 精通hadoop等开源产品和开源框架，熟悉开源大数据部署和实施.
3、有较强的学习和抗压能力，工作积极主动，对技术有强烈的热情，热衷于新技术学习和应用.
4、有海量数据运维经验.
5、有保险、证券、银行等金融行业大数据库开发、运维实施经验优先.",经验3-5年,上市公司,"“千万级用户,精英团队,福利待遇好”",0,25,22.5,20,20k-25k,金融,南山区,https://www.lagou.com/jobs/6801645.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:50:28,银行 Hadoop,总行信息技术部大数据分析及管理岗
20200215,00:00,周末双休，带薪年假，绩效奖金，年终奖金,爱问医联,本科,"职位优势：
行业发展前景好，BOSS格局高，团队优秀，氛围好，成长型企业，发展空间大。

岗位职责：
1、周期性输出标准的用户运营数据报告，为业务发展和决策提供合理化建议； 
2、及时响应业务部门特殊的数据分析需求，积极与业务部门沟通，理解需求并执行输出数据报告；
3、负责业务数据的获取与整理，对多种数据源进行深度组合分析、挖掘，出具数据报告，为整体运营提供数据支持；
4、负责总结整理标准化、普遍化的数据需求，并向数据分析平台开发部门定期输出数据分析系统的产品需求。

任职要求：
1、本科及以上学历，计算机、统计学或数学专业优先；
2、具有互联网产品数据模型的分析设计经验、并对上线产品的数据分析有实战经验，且有深刻理解；
3、有3年及以上数据分析经验，有2年以上互联网行业的数据分析相关岗位工作经验者优先；
4、熟练操作数据提取、处理和分析软件，如SQLHql、Excel、R、SPSS等，对SQL语句精通，能够编写存储过程或复杂SQL语句者优先；
5、有良好的数据敏感度，能够及时发现数据异常，并分析数据异常的原因； 
6、有丰富的数据建模经验，掌握常用的数据建模方法，如回归、分类、聚类等； 
7、有较强的团队沟通、协调能力。",经验3-5年,C轮,“周末双休，带薪年假，绩效奖金，年终奖金”,0,20,16.0,12,12k-20k,"医疗丨健康,移动互联网",南山区,https://www.lagou.com/jobs/6548591.html?show=432f0d0792554576bd2cf73661f93d47,150-500人,20200219,09:51:01,数据分析,数据分析师
20200215,00:00,"五险一金,节日福利,带薪年假,绩效奖金",沃菲数字营销,本科,"岗位职责：
1、统计整理舆情维护监测数据，并基于统计数据结果进行评估与细化分析；
2、基于日常统计监测数据形成数据分析报告，为公关运营策略制定提供支持；
3、推进相关报表自动化及展示效果的优化。

任职资格：
1、大学本科及以上学历，1年以上数据分析工作经验，市场营销、新闻、信息管理、统计学等专业及相关领域者优先;
2、对于数据有较好的敏感度，喜欢通过数据分析问题，有公关营销、互联网从业经验优先;
3、熟练使用Excel进行数据分析，能从海量数据中提炼核心内容;
4、熟练使用PowerPoint制作数据报告，善于总结，具备一定的文字加工能力；
5、逻辑缜密，具有较强的逻辑推理能力与信息整合能力；
6、熟悉网络，了解互联网信息传播特性。",经验1-3年,未融资,"“五险一金,节日福利,带薪年假,绩效奖金”",0,10,7.5,5,5k-10k,"广告营销,企业服务",西丽,https://www.lagou.com/jobs/4222233.html?show=432f0d0792554576bd2cf73661f93d47,50-150人,20200219,09:51:34,大数据,数据分析师
20200216,00:00,"平台大,创新型,有挑战",白骑士,本科,"岗位职责：
1.参与联合建模、特征变量系列产品和项目规划；
2.结合数据挖掘，机器学习，深度学习算法，能独立构建在不同场景下的分类和预测模型；
3.针对模型提出行之有效的优化方案；
4.关注数据挖掘，机器学习行业动态，并思考与自有数据的结合点。

任职要求：
1.本科及以上学历，统计学、应用数学、计算机、金融等相关专业，3-5年工作经验；
2.精通使用Python/R语言/SPSS/SAS中任一种进行数据分析与建模工作；
3.熟悉各类模型分类与回归算法，如LR、决策树、聚类算法、SVM、GBDT等，理解常用算法的来龙去脉及调优方式；熟悉建模过程中的数据处理方法，能基于业务数据独立完成模型构建及调优工作，并能协助团队成员解决问题；
4.熟悉金融风控业务，具有良好的数据敏感度、逻辑能力与创新能力，能够提出自己对业务数据的思考与理解；
5.能承受一定工作压力，有信用或欺诈风险建模经验，有海量数据挖掘的项目经验者优先，熟悉Hadoop或者Spark架构者优先；",经验3-5年,A轮,"“平台大,创新型,有挑战”",0,30,22.5,15,15k-30k,"企业服务,金融",南山区,https://www.lagou.com/jobs/5682092.html?show=432f0d0792554576bd2cf73661f93d47,50-150人,20200219,09:52:02,大数据 云计算 数据分析 数据库 BI SQL,高级数据分析师
20200217,00:00,"学习型团队,银行项目,大平台,上升型团队",长亮科技,本科,"岗位职责：
为银行、信用卡中心、互联网金融、消费金融等各业务条线提供营销和风险相关服务：从银行等公司数据仓库、数据集市或其他外部环境获取数据，使用数据分析或数据挖掘方法，为全行营销细分等方面需求开发模型，建立分析主题，提供分析报告。
岗位要求：
1、熟悉SAS BASE/R语言/Python数据处理和数据分析
2、有银行数据仓库，数据集市开发经验，熟悉数据库相关知识及SQL语言
3、统计类，数学与应用数学类，金融，计量经济学或其他理工类等相关专业
4、能从数据仓库平台或其他相关数据平台数据提取对经营分析有价值的数据，并对原始数据进行处理分析。
5、了解金融行业特别是银行相关业务知识
6、对数据分析，数据模型有强烈的兴趣
7、沟通表达能力良好，能独立承担交办的任务
8、工作年限2-10年，本科或以上学历优先
9、有咨询背景或论文发表背景更加，PPT等文档能力强。",经验3-5年,上市公司,"“学习型团队,银行项目,大平台,上升型团队”",0,20,15.0,10,10k-20k,企业服务,福田区,https://www.lagou.com/jobs/3788749.html?show=432f0d0792554576bd2cf73661f93d47,2000人以上,20200219,09:52:36,大数据 银行 数据挖掘 数据分析,金融/银行/互联网 数据分析 数据挖掘岗
20200217,00:00,腾讯系团队，核心业务,富途,硕士,"岗位职责：
1、 负责行业、公司资料收集、整理、分析、预测。
2、 对智能投顾产品进行实时监控、风险分析以及模型优化更新。
3、 开发实现多样化的机器学习算法与多维的资产配置策略。
4、 参与智能投顾产品与量化投资模型的设计及产品化。


岗位要求：
1、研究生及以上学历，商业分析、数理统计等相关专业学生，每周实习4天以上，实习期不少于3个月；
2、精通Python或R语言、SQL语言；
3、熟悉商业分析和经济统计理论和方法；
4、掌握基本的财务分析方法，撰写过TMT相关行业的咨询或调研项目建议书或报告；
5、学习能力强，对投资有独立见解；
6、工作认真细致，能较好的处理好工作中的细节，有很强的责任心，抗压能力强；",经验应届毕业生,上市公司,“腾讯系团队，核心业务”,1,4,3.5,3,3k-4k,金融,南山区,https://www.lagou.com/jobs/6512546.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:53:02,数据分析,商业数据分析实习生
20200216,00:00,办公环境好,晨星Morningstar,本科,"工作职责
Responsibilities:
l Use Morningstar data collection system to timely, accurately and completely collect equity fundamentals data in Balance Sheet, Cash Flow Statement, Income Statement, and footnotes for North American and Asian market companies, and build and maintain global main stock markets’ equity database.
l Actively discover and raise issues in work (including system, process, and especially collection methodology) and propose enhancement suggestion to further improve system functionality, process efficiency and data quality.
l Closely work with quality assurance and technical department to resolve clients’ data issues timely and effectively
l Understand current process and quality status through related indicators, and corporate with technical and project management department to drive improvement.
l Participate in other data and process related projects, like industry/market data collection methodology research, market expansion, process certification, new product development support, etc.
l 使用晨星的数据收集系统，按照标准的采集流程，及时、准确、完整地收集北美和亚太地区上市公司年报、季报里财务报表科目和附注数据，建立和维护全球主要金融市场的股票数据库。
l 与数据监测和技术等部门紧密协作，及时高效地解决客户提出的数据问题。
l 积极发现工作中的问题（包括系统，流程，采集方法论等），提出可行性改进方案，提高系统流程效率，提升数据质量。
l 通过分析相关指标了解流程和质量情况。并与技术、项目管理部门合作，持续改进。
l 参加其他数据和流程相关的项目，如行业、市场数据方法论研究，市场扩张，流程认证，新产品开发支持等。
要求Qualifications:
l Bachelor degree and above, in areas of accounting, finance management, finance, and economics.
l No requirement for work experience, fresh graduates is qualified too
l Proficient in English in reading and writing, CET 6 and above is preferred
l Good English financial statement reading and analytical skill
l Goal orientated and with good commitment on task/project delivery
l Any certificates/candidate on CFA/CPA is a plus
l 本科及以上学历，专业为会计、财务管理、金融相关。
l 工作年限不限，可录用应届毕业生。
l 有非常良好的英文读写能力，至少要求六级以上。
l 良好的英文财报阅读、分析能力。
l 目标导向，按任务、项目要求高质量交付工作成果
l 具有ACCA/CFA/CPA资格或者在考人员为佳。

Morningstar is an equal opportunity employer. 
晨星是一家提供平等就业机会的公司，我们欢迎并接纳来自多样背景、兼具不同经验的人才，我们尊重个人差异并致力于营造包容、开放的工作环境。",经验不限,上市公司,“办公环境好”,0,7,6.0,5,5k-7k,金融,车公庙,https://www.lagou.com/jobs/6368397.html?show=432f0d0792554576bd2cf73661f93d47,500-2000人,20200219,09:53:31,证券 基金 股票,股票数据分析员
